Unnamed: 0,AMZN,RSI,AMZN_rsi_entry_exit,AMZN_rsi_balance
2018-04-25,1461.74,47.57823496752963,0,0
2018-04-26,1519.28,54.955098940849126,0,0
2018-04-27,1572.76,60.51647517743099,0,0
2018-04-30,1566.13,59.53514118960162,0,0
2018-05-01,1582.26,61.184276986332186,0,0
2018-05-02,1570.53,59.29183907947219,0,0
2018-05-03,1570.8,59.32302660174952,0,0
2018-05-04,1580.99,60.5513881668453,0,0
2018-05-07,1599.86,62.792144473298535,0,0
2018-05-08,1592.39,61.30754196100315,0,0
2018-05-09,1606.87,63.127415054431786,0,0
2018-05-10,1609.42,63.453415267725916,0,0
2018-05-11,1603.32,62.040347917103446,0,0
2018-05-14,1602.0,61.720043547632585,0,0
2018-05-15,1576.5,55.73375215362434,0,0
2018-05-16,1587.75,57.68375728483413,0,0
2018-05-17,1581.37,56.172495838491,0,0
2018-05-18,1574.5,54.516220469601286,0,0
2018-05-21,1585.66,56.74729577337644,0,0
2018-05-22,1581.39,55.62305105935912,0,0
2018-05-23,1601.86,59.74076224965953,0,0
2018-05-24,1603.48,60.056644226111864,0,0
2018-05-25,1609.62,61.29615816516708,0,0
2018-05-29,1612.88,61.970929293008936,0,0
2018-05-30,1625.87,64.6179744013322,0,0
2018-05-31,1630.14,65.46883854543594,0,0
2018-06-01,1642.91,67.95105141117698,0,0
2018-06-04,1665.4,71.79624345447112,0,0
2018-06-05,1696.48,76.06927703451349,0,0
2018-06-06,1697.78,76.23148731702753,0,0
2018-06-07,1689.27,72.75488044677925,0,0
2018-06-08,1682.52,70.0268774185162,0,0
2018-06-11,1689.62,71.24808300387244,0,0
2018-06-12,1698.73,72.78051565650313,0,0
2018-06-13,1704.81,73.78475759639605,0,0
2018-06-14,1723.75,76.6720816364038,0,0
2018-06-15,1716.26,73.2368363606009,0,0
2018-06-18,1724.83,74.637079472822,0,0
2018-06-19,1736.01,76.37370910588916,0,0
2018-06-20,1750.07,78.37872342779559,0,0
2018-06-21,1730.2,69.41346365675946,0,0
2018-06-22,1715.06,63.45739590144783,0,0
2018-06-25,1663.17,48.19399474313941,0,0
2018-06-26,1691.19,54.55112812919092,0,0
2018-06-27,1660.0,47.55567998302576,0,0
2018-06-28,1701.5,55.69648566354221,0,0
2018-06-29,1699.67,55.28892267926555,0,0
2018-07-02,1713.75,57.84487956335349,0,0
2018-07-03,1694.88,53.436018534708914,0,0
2018-07-05,1699.56,54.36502333398552,0,0
2018-07-06,1711.01,56.64410716991082,0,0
2018-07-09,1739.03,61.68675596204688,0,0
2018-07-10,1743.35,62.41261616488264,0,0
2018-07-11,1755.53,64.45719554662986,0,0
2018-07-12,1796.6,70.31980231607386,0,0
2018-07-13,1813.2,72.30800811935298,0,0
2018-07-16,1822.49,73.38262124696874,0,0
2018-07-17,1844.0,75.7309559487072,0,0
2018-07-18,1842.47,75.22258739004337,0,0
2018-07-19,1813.68,66.21521798247682,0,0
2018-07-20,1813.68,66.21521798247682,0,0
2018-07-23,1802.0,62.68359643989186,0,0
2018-07-24,1829.28,67.09757714433742,0,0
2018-07-25,1863.8,71.66494339257815,0,0
2018-07-26,1805.22,57.163265548498096,0,0
2018-07-27,1817.99,59.105931054872535,0,0
2018-07-30,1779.28,51.48390986798731,0,0
2018-07-31,1777.41,51.14081842908497,0,0
2018-08-01,1797.05,54.56541550125242,0,0
2018-08-02,1834.21,60.24336833479426,0,0
2018-08-03,1822.93,57.87884735828102,0,0
2018-08-06,1847.68,61.45376978846869,0,0
2018-08-07,1862.7,63.479503968860065,0,0
2018-08-08,1886.52,66.48741496924842,0,0
2018-08-09,1898.13,67.87618573721252,0,0
2018-08-10,1886.0,64.85232721833398,0,0
2018-08-13,1895.65,66.14451111180865,0,0
2018-08-14,1919.86,69.20352159865611,0,0
2018-08-15,1882.37,60.14138442665974,0,0
2018-08-16,1887.47,60.89164377914473,0,0
2018-08-17,1882.22,59.646981609101104,0,0
2018-08-20,1877.24,58.426975734918976,0,0
2018-08-21,1883.64,59.57142667651526,0,0
2018-08-22,1905.45,63.28109947556547,0,0
2018-08-23,1902.8,62.53031941734062,0,0
2018-08-24,1905.43,62.99950088861988,0,0
2018-08-27,1927.62,66.77919966477846,0,0
2018-08-28,1933.0,67.64225281456925,0,0
2018-08-29,1998.38,75.85236903582799,0,0
2018-08-30,2002.22,76.23378774361893,0,0
2018-08-31,2013.83,77.396287610322,0,0
2018-09-04,2039.58,79.76087012876556,0,0
2018-09-05,1995.0,66.74330086080975,0,0
2018-09-06,1958.365,58.31972829949256,0,0
2018-09-07,1952.2,57.015648179749725,0,0
2018-09-10,1941.81,54.79196550665458,0,0
2018-09-11,1987.61,61.85444634732019,0,0
2018-09-12,1990.07,62.19605829717901,0,0
2018-09-13,1990.0,62.17899431294156,0,0
2018-09-14,1970.19,57.381029750476536,0,0
2018-09-17,1908.03,45.51340330639542,0,0
2018-09-18,1941.59,51.36218265007572,0,0
2018-09-19,1926.28,48.78919822073627,0,0
2018-09-20,1944.3,51.84681454610668,0,0
2018-09-21,1915.01,46.94087837445888,0,0
2018-09-24,1934.35,50.28591622383019,0,0
2018-09-25,1974.55,56.434039167687644,0,0
2018-09-26,1974.85,56.47729641247099,0,0
2018-09-27,2012.98,61.68462382683134,0,0
2018-09-28,2002.57,59.58843870696883,0,0
2018-10-01,2004.36,59.84114786963834,0,0
2018-10-02,1970.0,52.99096737963537,0,0
2018-10-03,1952.76,49.90417265988387,0,0
2018-10-04,1910.32,43.22844898992006,0,0
2018-10-05,1889.58,40.38528014495614,0,0
2018-10-08,1864.42,37.18975063586889,0,0
2018-10-09,1870.32,38.42025644068782,0,0
2018-10-10,1755.25,27.219852211273803,1,1
2018-10-11,1719.36,24.792209858305327,0,1
2018-10-12,1788.61,36.5508192638487,0,1
2018-10-15,1760.95,34.24757477596462,0,1
2018-10-16,1820.15,42.58651814559524,0,1
2018-10-17,1831.73,44.08046227843324,0,1
2018-10-18,1770.72,38.409733066270064,0,1
2018-10-19,1764.03,37.83496076220056,0,1
2018-10-22,1789.005,41.36267008516442,0,1
2018-10-23,1768.25,39.36353299975557,0,1
2018-10-24,1659.63,30.93646587881473,0,1
2018-10-25,1782.0,45.1761864994513,0,1
2018-10-26,1638.28,35.831843785753065,0,1
2018-10-29,1538.6078,31.037134041201867,0,1
2018-10-30,1530.42,30.674021087506162,0,1
2018-10-31,1599.19,37.30820237907929,0,1
2018-11-01,1665.86,43.00277517698884,0,1
2018-11-02,1665.58,42.98511558014617,0,1
2018-11-05,1627.45,40.54338488582804,0,1
2018-11-06,1642.86,41.97786291677532,0,1
2018-11-07,1757.36,51.366757768613226,0,1
2018-11-08,1754.95,51.17903838677738,0,1
2018-11-09,1712.03,47.82686676246257,0,1
2018-11-12,1636.79,42.56369866668895,0,1
2018-11-13,1631.445,42.20834788920904,0,1
2018-11-14,1600.1,40.094341742073254,0,1
2018-11-15,1620.0,42.07779718152941,0,1
2018-11-16,1593.59,40.17659736282889,0,1
2018-11-19,1512.7,34.96553716226306,0,1
2018-11-20,1495.46,33.954702836754805,0,1
2018-11-21,1516.4,36.36120268850195,0,1
2018-11-23,1502.08,35.41096398730272,0,1
2018-11-26,1581.33,44.11517318679839,0,1
2018-11-27,1582.0,44.18365765796547,0,1
2018-11-28,1677.46,53.0177737089526,0,1
2018-11-29,1672.94,52.59331644315821,0,1
2018-11-30,1691.55,54.21847363744241,0,1
2018-12-03,1772.9,60.58008774124459,-1,0
2018-12-04,1668.64,50.83125287346522,0,0
2018-12-06,1700.0,53.267305440431244,0,0
2018-12-07,1629.11,47.534113072090356,0,0
2018-12-10,1641.2,48.551151706869284,0,0
2018-12-11,1643.4,48.745853745675966,0,0
2018-12-12,1663.13,50.55312274585046,0,0
2018-12-13,1659.74,50.225424056819115,0,0
2018-12-14,1591.92,44.07056508859059,0,0
2018-12-17,1519.75,38.64361482183927,0,0
2018-12-18,1551.11,41.98663728192362,0,0
2018-12-19,1494.83,37.986528070304814,0,0
2018-12-20,1460.83,35.76944258203993,0,0
2018-12-21,1376.73,30.956540549048725,0,0
2018-12-24,1342.91,29.251980091794167,1,1
2018-12-26,1470.81,42.21135670482606,0,1
2018-12-27,1462.0,41.64547238302845,0,1
2018-12-28,1475.18,42.879193133722545,0,1
2018-12-31,1492.38,44.52742518924297,0,1
2019-01-02,1536.73,48.6425002038937,0,1
2019-01-03,1502.07,45.784033733003355,0,1
2019-01-04,1574.54,52.119650650817285,0,1
2019-01-07,1631.12,56.40321716458546,0,1
2019-01-08,1655.835,58.16390241766906,0,1
2019-01-09,1657.59,58.292709709298386,0,1
2019-01-10,1655.5,58.06344041438972,0,1
2019-01-11,1639.66,56.25749098326216,0,1
2019-01-14,1619.8767,53.99850868022886,0,1
2019-01-15,1672.75,58.76423293750462,0,1
2019-01-16,1681.9703,59.55119893985245,0,1
2019-01-17,1691.37,60.38130893039943,-1,0
2019-01-18,1693.2421,60.55493797060656,0,0
2019-01-22,1628.398,52.046667696312994,0,0
2019-01-23,1636.55,52.94183677656311,0,0
2019-01-24,1654.97,54.986578434746946,0,0
2019-01-25,1668.6,56.493023469122114,0,0
2019-01-28,1636.185,52.03311501784215,0,0
2019-01-29,1592.73,46.70941071237755,0,0
2019-01-30,1670.2312,55.4616903621687,0,0
2019-01-31,1720.41,60.03799058650898,0,0
2019-02-01,1623.8,49.49370344459565,0,0
2019-02-04,1630.5,50.14760817554732,0,0
2019-02-05,1656.87,52.74103031861341,0,0
2019-02-06,1639.42,50.85566071619172,0,0
2019-02-07,1611.6058,47.915444697023176,0,0
2019-02-08,1585.7397,45.29292151651269,0,0
2019-02-11,1591.8,46.038131469166736,0,0
2019-02-12,1637.89,51.45419891403277,0,0
2019-02-13,1640.3726,51.735202781086436,0,0
2019-02-14,1623.8774,49.67762178954519,0,0
2019-02-15,1607.5299,47.65480779534806,0,0
2019-02-19,1627.4731,50.31288223790704,0,0
2019-02-20,1622.62,49.65213201049641,0,0
2019-02-21,1619.9,49.26164964776942,0,0
2019-02-22,1631.19,50.98472659386075,0,0
2019-02-25,1633.0,51.27043968375433,0,0
2019-02-26,1636.33,51.82679797538654,0,0
2019-02-27,1641.09,52.658845851309245,0,0
2019-02-28,1639.79,52.392690875922284,0,0
2019-03-01,1671.26,57.935354921456906,0,0
2019-03-04,1696.16,61.731745301625786,0,0
2019-03-05,1691.81,60.701063684927774,0,0
2019-03-06,1669.16,55.504592475672865,0,0
2019-03-07,1626.28,47.25663729327761,0,0
2019-03-08,1622.11,46.53246912063141,0,0
2019-03-11,1670.32,55.09922209375147,0,0
2019-03-12,1672.42,55.43418354458588,0,0
2019-03-13,1690.8,58.36198660236967,0,0
2019-03-14,1685.29,57.14986558634482,0,0
2019-03-15,1712.91,61.46977123032741,0,0
2019-03-18,1742.0,65.42350784024592,0,0
2019-03-19,1762.7,67.94422294093758,0,0
2019-03-20,1797.73,71.70369632644024,0,0
2019-03-21,1818.4,73.66623693587177,0,0
2019-03-22,1764.06,61.57531476084669,0,0
2019-03-25,1774.07,62.78698630797542,0,0
2019-03-26,1784.47,64.05520612138187,0,0
2019-03-27,1766.0,60.135539401823756,0,0
2019-03-28,1773.67,61.19740281110449,0,0
2019-03-29,1781.09,62.24513176850001,0,0
2019-04-01,1814.36,66.59993949115761,0,0
2019-04-02,1814.0,66.5105429117373,0,0
2019-04-03,1820.41,67.35088986177661,0,0
2019-04-04,1819.51,67.09631334347118,0,0
2019-04-05,1837.65,69.59121551899739,0,0
2019-04-08,1849.679,71.15322325330379,0,0
2019-04-09,1836.52,67.09309289677087,0,0
2019-04-10,1847.33,68.67445568658718,0,0
2019-04-11,1844.5,67.75646012009997,0,0
2019-04-12,1842.96,67.22980515953017,0,0
2019-04-15,1844.85,67.56303315012886,0,0
2019-04-16,1862.92,70.6372865970969,0,0
2019-04-17,1864.82,70.94906048984814,0,0
2019-04-18,1861.4,69.51819362514627,0,0
2019-04-22,1888.04,73.92887032428456,0,0
2019-04-23,1924.17,78.4774575106213,0,0
2019-04-24,1900.88,69.99938531508286,0,0
2019-04-25,1902.16,70.18999257350112,0,0
2019-04-26,1950.9,76.35134404200414,0,0
2019-04-29,1939.0,72.41589819419465,0,0
2019-04-30,1926.53,68.43518511174835,0,0
2019-05-01,1911.29,63.81803911776523,0,0
2019-05-02,1901.72,61.03337265539046,0,0
2019-05-03,1961.76,69.90553980815088,0,0
2019-05-06,1950.29,66.7774848664123,0,0
2019-05-07,1922.58,59.814046240329986,0,0
2019-05-08,1916.85,58.45657743436394,0,0
2019-05-09,1900.01,54.53909757293635,0,0
2019-05-10,1889.98,52.29135380020719,0,0
2019-05-13,1822.62,40.28378776794716,0,0
2019-05-14,1840.05,43.87515833229124,0,0
2019-05-15,1871.12,49.68415690256702,0,0
2019-05-16,1907.86,55.543679549196185,0,0
2019-05-17,1867.99,48.88990012015276,0,0
2019-05-20,1858.04,47.364961135748146,0,0
2019-05-21,1858.11,47.377396694082925,0,0
2019-05-22,1859.425,47.62772168235648,0,0
2019-05-23,1815.67,40.69151052747785,0,0
2019-05-24,1823.3,42.27036762431316,0,0
2019-05-28,1836.56,45.01012654811065,0,0
2019-05-29,1820.2,42.34024852921922,0,0
2019-05-30,1815.81,41.62670717533316,0,0
2019-05-31,1775.07,35.626336279614904,0,0
2019-06-03,1692.76,27.12045570147852,1,1
2019-06-04,1730.18,34.74789105561837,0,1
2019-06-05,1739.48,36.52589739618221,0,1
2019-06-06,1754.6292,39.421562002145826,0,1
2019-06-07,1804.02,47.78505268029895,0,1
2019-06-10,1860.63,55.387566188592146,0,1
2019-06-11,1863.7,55.76372463071484,0,1
2019-06-12,1855.3,54.41185739755644,0,1
2019-06-13,1870.748,56.5004084925121,0,1
2019-06-14,1870.17,56.396300497333854,0,1
2019-06-17,1886.0,58.64385535656457,0,1
2019-06-18,1902.15,60.8604152549482,-1,0
2019-06-19,1909.03,61.79972010783198,0,0
2019-06-20,1917.95,63.03824305850625,0,0
2019-06-21,1911.1,61.392126472543005,0,0
2019-06-24,1913.96,61.840172915188475,0,0
2019-06-25,1878.64,53.571755800415445,0,0
2019-06-26,1897.75,56.927411034021084,0,0
2019-06-27,1903.67,57.941542180851364,0,0
2019-06-28,1889.83,54.699098931774685,0,0
2019-07-01,1922.26,60.30464092131351,0,0
2019-07-02,1934.79,62.248368089963925,0,0
2019-07-03,1939.0,62.90560146917322,0,0
2019-07-05,1943.1,63.57075288851792,0,0
2019-07-08,1952.33,65.0884457791595,0,0
2019-07-09,1987.35,70.1668967034966,0,0
2019-07-10,2017.77,73.74028228746572,0,0
2019-07-11,2001.07,68.86371897573224,0,0
2019-07-12,2010.02,70.00843927755557,0,0
2019-07-15,2021.0,71.39774220745032,0,0
2019-07-16,2010.0,67.99931888027781,0,0
2019-07-17,1992.16,62.7801406230452,0,0
2019-07-18,1978.67,59.087036445462395,0,0
2019-07-19,1965.0,55.52268142402765,0,0
2019-07-22,1985.92,59.54468272745721,0,0
2019-07-23,1994.47,61.09320749810249,0,0
2019-07-24,2001.04,62.28776951900543,0,0
2019-07-25,1975.02,55.07555314050602,0,0
2019-07-26,1943.05,47.75849321055415,0,0
2019-07-29,1912.87,42.07560173292728,0,0
2019-07-30,1899.22,39.77056120784567,0,0
2019-07-31,1866.39,34.828521974202076,0,0
2019-08-01,1855.33,33.32608026007914,0,0
2019-08-02,1823.52,29.398053883242184,1,1
2019-08-05,1765.13,23.8427689473516,0,1
2019-08-06,1787.44,29.33721937301894,0,1
2019-08-07,1793.39,30.77171350139527,0,1
2019-08-08,1834.26,39.81033740659706,0,1
2019-08-09,1807.88,36.49794358439849,0,1
2019-08-12,1784.75,33.83934039401001,0,1
2019-08-13,1824.29,41.662443848973616,0,1
2019-08-14,1762.96,34.79074710641129,0,1
2019-08-15,1775.41,37.06022269651008,0,1
2019-08-16,1791.8,40.01972725487202,0,1
2019-08-19,1816.83,44.325183546023496,0,1
2019-08-20,1801.35,42.3027505380809,0,1
2019-08-21,1823.38,46.0737141017838,0,1
2019-08-22,1804.25,43.41989594722086,0,1
2019-08-23,1750.77,37.00311347393202,0,1
2019-08-26,1770.0,40.41309433120218,0,1
2019-08-27,1761.92,39.446904323682794,0,1
2019-08-28,1764.0,39.84560270680417,0,1
2019-08-29,1786.46,44.123848302001186,0,1
2019-08-30,1776.19,42.63082214860883,0,1
2019-09-03,1789.51,45.21984426137328,0,1
2019-09-04,1800.46,47.324403588247,0,1
2019-09-05,1840.73,54.28086122812175,0,1
2019-09-06,1833.51,52.93118211231195,0,1
2019-09-09,1831.29,52.49893238275297,0,1
2019-09-10,1821.31,50.50230692515085,0,1
2019-09-11,1822.49,50.74085130224695,0,1
2019-09-12,1843.0,54.81680721872157,0,1
2019-09-13,1839.34,53.95877272380349,0,1
2019-09-16,1808.23,47.19634022049433,0,1
2019-09-17,1822.62,50.29911645096552,0,1
2019-09-18,1817.59,49.21059517100644,0,1
2019-09-19,1821.54,50.123419140057834,0,1
2019-09-20,1794.89,44.33399248719621,0,1
2019-09-23,1784.29,42.24396096803989,0,1
2019-09-24,1742.34,35.17628341890236,0,1
2019-09-25,1768.08,41.62937326560339,0,1
2019-09-26,1740.12,37.28720254579425,0,1
2019-09-27,1725.85,35.26545025260647,0,1
2019-09-30,1736.12,37.876154220853856,0,1
2019-10-01,1736.11,37.874552513211526,0,1
2019-10-02,1713.23,34.300517912416254,0,1
2019-10-03,1724.25,37.36622116411695,0,1
2019-10-04,1739.4,41.41365968054974,0,1
2019-10-07,1732.5,40.14137291625528,0,1
2019-10-08,1705.25,35.502594854839046,0,1
2019-10-09,1721.79,40.03242135107854,0,1
2019-10-10,1720.56,39.80851336990252,0,1
2019-10-11,1729.98,42.46273628480843,0,1
2019-10-14,1736.5,44.29373378373175,0,1
2019-10-15,1767.35,52.066412812985504,0,1
2019-10-16,1777.42,54.30755822807104,0,1
2019-10-17,1787.47,56.49382081943759,0,1
2019-10-18,1757.79,49.03236881198234,0,1
2019-10-21,1785.835,55.07083918468472,0,1
2019-10-22,1765.34,50.37389712418711,0,1
2019-10-23,1761.99,49.62880682294643,0,1
2019-10-24,1781.5935,53.923718847785466,0,1
2019-10-25,1762.0,49.39076904299258,0,1
2019-10-28,1777.04,52.67909325715687,0,1
2019-10-29,1763.04,49.4577003765923,0,1
2019-10-30,1780.0,53.19199063028109,0,1
2019-10-31,1777.1431,52.48847955267932,0,1
2019-11-01,1791.47,55.655877534981094,0,1
2019-11-04,1805.27,58.52408908377778,0,1
2019-11-05,1801.7,57.48816630113638,0,1
2019-11-06,1795.94,55.772810550592446,0,1
2019-11-07,1788.2,53.46424431275018,0,1
2019-11-08,1785.88,52.75930683839517,0,1
2019-11-11,1771.9,48.60082616625023,0,1
2019-11-12,1778.23,50.50319192980127,0,1
2019-11-13,1753.4,43.67469040056925,0,1
2019-11-14,1754.65,44.08456993092845,0,1
2019-11-15,1739.08,40.16396974192103,0,1
2019-11-18,1752.86,44.8395849429032,0,1
2019-11-19,1753.16,44.94045570961076,0,1
2019-11-20,1746.6335,43.0941651904424,0,1
2019-11-21,1735.0,39.94403006896658,0,1
2019-11-22,1745.85,44.05175369750271,0,1
2019-11-25,1773.69,52.94525255607078,0,1
2019-11-26,1796.99,58.84199150102355,0,1
2019-11-27,1818.23,63.350748586251036,-1,0
2019-11-29,1800.96,57.80581297691429,0,0
2019-12-02,1781.61,52.28394038133681,0,0
2019-12-03,1770.33,49.32590898324071,0,0
2019-12-04,1760.48,46.8341342405034,0,0
2019-12-05,1740.48,42.1753671142336,0,0
2019-12-06,1751.59,45.42314103271875,0,0
2019-12-09,1749.42,44.89277015563773,0,0
2019-12-10,1739.49,42.45015001640576,0,0
2019-12-11,1748.9,45.47761700396411,0,0
2019-12-12,1760.18,48.9448194190743,0,0
2019-12-13,1760.93,49.17624319677493,0,0
2019-12-16,1769.21,51.77516191431725,0,0
2019-12-17,1790.66,57.796051467421165,0,0
2019-12-18,1782.36,54.93782383168554,0,0
2019-12-19,1792.29,57.63705820287243,0,0
2019-12-20,1786.57,55.57207505569434,0,0
2019-12-23,1793.0,57.418922324653536,0,0
2019-12-24,1789.63,56.102602058433824,0,0
2019-12-26,1869.02,72.2450069910789,0,0
2019-12-27,1869.26,72.2781949915178,0,0
2019-12-30,1847.18,64.62231704233874,0,0
2019-12-31,1847.64,64.70619149013916,0,0
2020-01-02,1897.71,72.38162416568568,0,0
2020-01-03,1874.93,65.41180824296583,0,0
2020-01-06,1903.33,69.37155358281635,0,0
2020-01-07,1906.86,69.83382882848488,0,0
2020-01-08,1892.09,65.38693152255958,0,0
2020-01-09,1901.0,66.76195042812711,0,0
2020-01-10,1882.98,61.44551523646985,0,0
2020-01-13,1891.41,62.93261771201161,0,0
2020-01-14,1869.2,56.72472684596207,0,0
2020-01-15,1862.01,54.838815146657325,0,0
2020-01-16,1877.95,58.15994104496489,0,0
2020-01-17,1864.71,54.57022491215152,0,0
2020-01-21,1892.55,60.14114464562276,0,0
2020-01-22,1887.46,58.7232956811977,0,0
2020-01-23,1884.58,57.891658946752486,0,0
2020-01-24,1861.64,51.62071565290609,0,0
2020-01-27,1828.89,44.25111912828277,0,0
2020-01-28,1853.33,49.98909816292014,0,0
2020-01-29,1858.0,51.02635333594565,0,0
2020-01-30,1870.8896,53.87022196894443,0,0
2020-01-31,2007.75,72.2778300042524,0,0
