Timestamp,AMZN,SMA,stddev,Upper,Lower,AMZN_bollinger_entry_exit,AMZN_balance,AMZN_position,AMZN_entry_exit_position,AMZN_portfolio_holdings,AMZN_portfolio_cash,AMZN_portfolio_total,AMZN_portfolio_daily_returns,AMZN_portfolio_cumulative_returns
2021-09-29 12:06:00+00:00,3339.0,3340.3470588235296,4.283524782095185,3348.91410838772,3331.7800092593393,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:09:00+00:00,3337.0,3339.758823529412,3.9893308999644845,3347.737485329341,3331.780161729483,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:11:00+00:00,3337.0,3339.464705882353,3.9980762837379307,3347.4608584498287,3331.468553314877,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:13:00+00:00,3335.0,3338.5823529411764,3.0767241698998276,3344.735801280976,3332.428904601377,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:15:00+00:00,3333.06,3337.8211764705884,2.7051452880409017,3343.2314670466703,3332.4108858945065,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:16:00+00:00,3333.36,3337.2599999999998,2.5719520796464623,3342.403904159293,3332.1160958407067,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:17:00+00:00,3333.5,3336.8188235294115,2.5332806850819667,3341.8853848995755,3331.7522621592475,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:18:00+00:00,3331.01,3336.29,2.7562270407202147,3341.8024540814404,3330.7775459185596,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:24:00+00:00,3331.8,3335.8076470588235,2.783762133811771,3341.375171326447,3330.2401227912,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:36:00+00:00,3332.0,3335.4694117647055,2.880645480157174,3341.23070272502,3329.708120804391,0,0,0,0.0,0.0,1000000.0,1000000.0,0.0,0.0
2021-09-29 12:39:00+00:00,3325.0,3334.9694117647055,3.8263061014965336,3342.6220239676986,3327.3167995617123,1,1,500,500.0,1662500.0,-662500.0,1000000.0,0.0,0.0
2021-09-29 12:40:00+00:00,3329.9,3334.6694117647057,4.018845404136544,3342.707102572979,3326.6317209564327,0,1,0,-500.0,0.0,1002450.0,1002450.0,0.0024500000000000632,0.0024500000000000632
2021-09-29 12:58:00+00:00,3330.0,3334.2370588235294,4.106838450538319,3342.450735724606,3326.0233819224527,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:00:00+00:00,3329.0,3333.7664705882353,4.227042318773529,3342.2205552257824,3325.312385950688,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:03:00+00:00,3329.0,3333.119411764706,4.051472680686535,3341.2223571260793,3325.0164664033327,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:08:00+00:00,3329.01,3332.4611764705883,3.725065238275481,3339.911306947139,3325.0110459940374,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:12:00+00:00,3328.11,3331.926470588235,3.654052444164216,3339.2345754765634,3324.618365699907,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:13:00+00:00,3329.0,3331.3382352941176,3.2237463363566596,3337.785727966831,3324.890742621404,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:16:00+00:00,3326.42,3330.715882352941,3.080478978225719,3336.8768403093927,3324.5549243964897,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:17:00+00:00,3328.86,3330.2370588235294,2.644406277185849,3335.5258713779012,3324.9482462691576,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:19:00+00:00,3326.42,3329.7323529411765,2.4929914997134244,3334.7183359406035,3324.7463699417494,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:26:00+00:00,3326.0,3329.3170588235294,2.4920542848862377,3334.301167393302,3324.3329502537567,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:27:00+00:00,3325.0,3328.825294117647,2.4691322302753305,3333.7635585781977,3323.8870296570963,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:30:00+00:00,3326.54,3328.415882352941,2.208874314054616,3332.83363098105,3323.998133724832,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
2021-09-29 13:31:00+00:00,3324.17,3328.0135294117645,2.3266390490795428,3332.6668075099237,3323.360251313605,0,1,0,0.0,0.0,1002450.0,1002450.0,0.0,0.0024500000000000632
